# EulerBlock derivatives output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil

# Grid size (ii, jj)
      61      49

# Derivatives with respect to the following function (f)
cl_jlow 

# df/dMach_inf
-5.47560296E+00

# df/dalpha_inf [rad]
 1.14429505E+01

# Nodal derivatives
# i, j, X, Y, df/dX, df/dY
      23 ,       33 , -7.06688674E-01 , -1.55924423E+00 , -6.87961765E-06 ,  3.71802529E-05
      24 ,       33 , -8.72641867E-01 , -1.42834065E+00 ,  1.72329841E-05 ,  3.10824098E-05
      25 ,       33 , -1.02787939E+00 , -1.27583199E+00 , -1.29437824E-05 ,  2.75556502E-06
      26 ,       33 , -1.16878522E+00 , -1.10192699E+00 , -1.21094423E-05 , -8.12727158E-06
      27 ,       33 , -1.29137835E+00 , -9.07728240E-01 ,  1.66400945E-05 ,  8.48417697E-06
      28 ,       33 , -1.39159407E+00 , -6.95438735E-01 ,  5.69355847E-05 ,  2.17326200E-05
      29 ,       33 , -1.46567256E+00 , -4.68457573E-01 ,  2.18780145E-04 ,  6.38062007E-05
      30 ,       33 , -1.51060229E+00 , -2.31304290E-01 , -8.35981800E-04 , -2.46042163E-05
      31 ,       33 , -1.52452871E+00 ,  1.06569475E-02 ,  8.19660267E-04 , -2.03662404E-04
      32 ,       33 , -1.50702497E+00 ,  2.51666069E-01 , -2.36245466E-04 ,  1.74804533E-04
      33 ,       33 , -1.45914717E+00 ,  4.86101847E-01 , -8.46411167E-06 ,  1.83501401E-05
      34 ,       33 , -1.38325841E+00 ,  7.08982954E-01 , -4.57020464E-06 , -6.67688026E-06
      35 ,       33 , -1.28267445E+00 ,  9.16328945E-01 , -7.86677767E-06 , -8.58071676E-06
      36 ,       33 , -1.16122829E+00 ,  1.10532634E+00 , -4.77673351E-06 , -4.20549934E-07
      37 ,       33 , -1.02285265E+00 ,  1.27430637E+00 ,  3.99650917E-06 ,  1.27421032E-05
      38 ,       33 , -8.71250236E-01 ,  1.42258441E+00 ,  2.24350578E-05 ,  3.22578125E-05
      39 ,       33 , -7.09680641E-01 ,  1.55022648E+00 ,  4.84566148E-05 ,  2.86453649E-05
      40 ,       33 , -5.40859332E-01 ,  1.65780007E+00 , -8.87166637E-05 , -1.89431051E-05
      41 ,       33 , -3.66945301E-01 ,  1.74614815E+00 ,  4.83321391E-04 ,  1.62286541E-04
      42 ,       33 , -1.89588356E-01 ,  1.81620572E+00 , -2.41600382E-04 , -3.82190423E-04
      43 ,       33 , -1.00100891E-02 ,  1.86886364E+00 ,  3.00493828E-04 ,  2.66605274E-04
      44 ,       33 ,  1.70900772E-01 ,  1.90487547E+00 , -2.77839883E-04 ,  2.74643351E-05
      45 ,       33 ,  3.52490737E-01 ,  1.92479957E+00 , -4.11334593E-04 , -1.52838603E-05
      46 ,       33 ,  5.34247698E-01 ,  1.92896776E+00 ,  3.17595921E-05 ,  7.50923102E-05
      47 ,       33 ,  7.15712444E-01 ,  1.91747348E+00 ,  2.06386745E-04 , -4.71307338E-05
      48 ,       33 ,  8.96394326E-01 ,  1.89017503E+00 ,  3.35450956E-05 , -6.27816145E-05
      49 ,       33 ,  1.07568837E+00 ,  1.84671209E+00 , -3.97667224E-04 ,  1.14308824E-04
      50 ,       33 ,  1.25279117E+00 ,  1.78653742E+00 ,  2.48126136E-05 ,  2.05261291E-05
      51 ,       33 ,  1.42661414E+00 ,  1.70896850E+00 ,  2.09258141E-04 , -8.63134152E-05
      52 ,       33 ,  1.59569623E+00 ,  1.61326702E+00 ,  3.00468598E-05 , -2.60345847E-05
      53 ,       33 ,  1.75812295E+00 ,  1.49875571E+00 , -5.30637831E-06 , -8.94600589E-07
      54 ,       33 ,  1.91146633E+00 ,  1.36498095E+00 , -6.79812837E-06 , -3.17340617E-07
      55 ,       33 ,  2.05276900E+00 ,  1.21192461E+00 , -8.75283565E-06 , -1.74002164E-06
      56 ,       33 ,  2.17860300E+00 ,  1.04025658E+00 , -2.04503546E-05 , -1.49262264E-05
      57 ,       33 ,  2.28523648E+00 ,  8.51599996E-01 ,  4.69711279E-06 , -8.19532062E-07
      58 ,       33 ,  2.36893100E+00 ,  6.48756865E-01 , -9.63574073E-06 ,  1.59714618E-05
      59 ,       33 ,  2.42636415E+00 ,  4.35820874E-01 , -3.67652161E-06 ,  5.48651282E-05
      60 ,       33 ,  2.45512654E+00 ,  2.18101707E-01 ,  4.35311774E-05 , -3.79975875E-04
      61 ,       33 ,  2.45419374E+00 ,  1.81666569E-03 , -1.44426926E-03 ,  3.03346403E-03
       1 ,       34 ,  2.67101996E+00 ,  3.07658671E-03 ,  1.23602210E-03 , -4.84710267E-03
       2 ,       34 ,  2.67325398E+00 , -2.34925988E-01 , -2.27455032E-05 ,  8.09010331E-05
       3 ,       34 ,  2.64384450E+00 , -4.74217165E-01 ,  5.02948042E-05 , -8.67685580E-07
       4 ,       34 ,  2.58387502E+00 , -7.08490916E-01 , -1.25817922E-05 , -1.56556610E-06
       5 ,       34 ,  2.49574731E+00 , -9.32356110E-01 , -1.39673792E-05 , -4.28001512E-06
       6 ,       34 ,  2.38273222E+00 , -1.14160585E+00 ,  3.47429550E-06 , -7.29256520E-06
       7 ,       34 ,  2.24850634E+00 , -1.33327758E+00 , -1.93022685E-05 , -8.03287631E-06
       8 ,       34 ,  2.09675872E+00 , -1.50554519E+00 , -1.56604834E-05 ,  2.69144596E-06
       9 ,       34 ,  1.93091055E+00 , -1.65750917E+00 ,  1.38456798E-05 , -3.27782237E-05
      10 ,       34 ,  1.75395321E+00 , -1.78894853E+00 , -4.47369141E-05 ,  1.27777300E-05
      11 ,       34 ,  1.56838567E+00 , -1.90008100E+00 , -2.00416542E-05 ,  1.70786862E-05
      12 ,       34 ,  1.37622355E+00 , -1.99135749E+00 ,  5.76548732E-05 , -1.23631055E-05
      13 ,       34 ,  1.17905277E+00 , -2.06330026E+00 ,  1.40870776E-04 ,  1.07749634E-04
      14 ,       34 ,  9.78107168E-01 , -2.11638349E+00 , -5.63880642E-05 ,  7.48604463E-05
      15 ,       34 ,  7.74356354E-01 , -2.15094993E+00 ,  1.27937915E-04 ,  6.37687312E-06
      16 ,       34 ,  5.68596736E-01 , -2.16715626E+00 ,  1.58935179E-04 , -8.03552105E-05
      17 ,       34 ,  3.61543198E-01 , -2.16494088E+00 , -3.13231091E-05 , -2.42259520E-05
      18 ,       34 ,  1.53921782E-01 , -2.14401069E+00 , -6.26660679E-05 , -1.78032288E-05
      19 ,       34 , -5.34351505E-02 , -2.10384627E+00 , -5.20436247E-05 , -6.20880889E-05
      20 ,       34 , -2.59490418E-01 , -2.04372822E+00 , -1.02649738E-04 ,  1.19533915E-05
      21 ,       34 , -4.62901393E-01 , -1.96278976E+00 , -5.57183410E-05 ,  5.44686093E-05
      22 ,       34 , -6.61922218E-01 , -1.86010275E+00 , -2.42225808E-05 ,  1.92277216E-05
      23 ,       34 , -8.54319028E-01 , -1.73480378E+00 ,  2.67128770E-06 ,  2.29540360E-05
      24 ,       34 , -1.03731460E+00 , -1.58626449E+00 , -3.89044365E-06 ,  1.86682824E-05
      25 ,       34 , -1.20758486E+00 , -1.41430286E+00 , -1.97731068E-05 , -1.30653181E-05
      26 ,       34 , -1.36133289E+00 , -1.21942058E+00 ,  6.63442104E-07 ,  8.21460407E-07
      27 ,       34 , -1.49446297E+00 , -1.00303527E+00 ,  1.72542769E-05 ,  1.05161870E-05
      28 ,       34 , -1.60286355E+00 , -7.67660004E-01 ,  4.21168828E-05 ,  1.70451080E-05
      29 ,       34 , -1.68278224E+00 , -5.16972639E-01 ,  1.76328370E-04 ,  4.57798198E-05
      30 ,       34 , -1.73124184E+00 , -2.55724478E-01 , -6.25444748E-04 , -4.39246663E-06
      31 ,       34 , -1.74641667E+00 ,  1.05326751E-02 ,  5.87210155E-04 , -1.67568734E-04
      32 ,       34 , -1.72787892E+00 ,  2.75873087E-01 , -1.70031284E-04 ,  1.43911331E-04
      33 ,       34 , -1.67664928E+00 ,  5.34499293E-01 , -4.98149261E-06 ,  9.38199101E-06
      34 ,       34 , -1.59503804E+00 ,  7.81214884E-01 , -1.28618716E-06 , -1.10027194E-05
      35 ,       34 , -1.48632188E+00 ,  1.01177383E+00 , -4.16226342E-06 , -8.01873626E-06
      36 ,       34 , -1.35433977E+00 ,  1.22305516E+00 , -1.96774788E-06 ,  2.14025995E-06
      37 ,       34 , -1.20309594E+00 ,  1.41306411E+00 ,  3.94702539E-06 ,  1.22598626E-05
      38 ,       34 , -1.03643483E+00 ,  1.58079986E+00 ,  1.61360571E-05 ,  2.48098220E-05
      39 ,       34 , -8.57818968E-01 ,  1.72604630E+00 ,  5.22913977E-05 ,  3.57908084E-05
      40 ,       34 , -6.70210897E-01 ,  1.84913808E+00 , -8.68544611E-05 , -3.68469498E-05
      41 ,       34 , -4.76041525E-01 ,  1.95073997E+00 ,  4.36504503E-04 ,  1.34920695E-04
      42 ,       34 , -2.77240522E-01 ,  2.03166063E+00 , -2.13828297E-04 , -3.26125192E-04
      43 ,       34 , -7.53051219E-02 ,  2.09270862E+00 ,  3.69906148E-04 ,  2.43198086E-04
      44 ,       34 ,  1.28611280E-01 ,  2.13458943E+00 , -1.23851155E-04 ,  1.30868369E-05
      45 ,       34 ,  3.33603298E-01 ,  2.15783782E+00 , -3.29924956E-04 , -4.47176969E-05
      46 ,       34 ,  5.38917594E-01 ,  2.16277877E+00 , -1.35477381E-04 ,  3.24462398E-04
      47 ,       34 ,  7.43859656E-01 ,  2.14951091E+00 ,  4.94011481E-06 , -4.99180571E-05
      48 ,       34 ,  9.47703405E-01 ,  2.11790833E+00 , -3.81061441E-04 ,  3.85566794E-05
      49 ,       34 ,  1.14960232E+00 ,  2.06763960E+00 , -2.57427981E-04 ,  3.60347033E-05
      50 ,       34 ,  1.34850076E+00 ,  1.99820541E+00 ,  1.39551494E-04 , -1.00594840E-05
      51 ,       34 ,  1.54304574E+00 ,  1.90899921E+00 ,  1.11008108E-04 , -6.20618271E-05
      52 ,       34 ,  1.73150243E+00 ,  1.79939764E+00 , -8.14536215E-07 , -1.37794883E-05
      53 ,       34 ,  1.91168185E+00 ,  1.66888807E+00 , -3.13154740E-06 , -8.89227388E-06
      54 ,       34 ,  2.08089557E+00 ,  1.51723894E+00 , -5.45874145E-06 , -9.44409572E-06
      55 ,       34 ,  2.23595965E+00 ,  1.34471263E+00 , -1.13116098E-05 ,  9.35417957E-07
      56 ,       34 ,  2.37327509E+00 ,  1.15230882E+00 , -1.82195542E-05 , -1.02291332E-05
      57 ,       34 ,  2.48901191E+00 ,  9.42008647E-01 ,  7.24248861E-07 ,  1.22064875E-05
      58 ,       34 ,  2.57941211E+00 ,  7.16969921E-01 , -4.15777730E-06 , -1.52355126E-05
      59 ,       34 ,  2.64120007E+00 ,  4.81608055E-01 ,  2.01783399E-05 , -7.96381604E-05
      60 ,       34 ,  2.67204991E+00 ,  2.41499758E-01 ,  8.58488903E-05 , -1.02358282E-04
      61 ,       34 ,  2.67101996E+00 ,  3.07658671E-03 , -1.31072822E-03 ,  3.76837375E-03
       1 ,       35 ,  2.91782008E+00 ,  4.49771902E-03 ,  9.23755192E-04 , -4.47808309E-03
       2 ,       35 ,  2.92043259E+00 , -2.58493224E-01 , -3.01063000E-05 ,  3.24257934E-05
       3 ,       35 ,  2.88887940E+00 , -5.23086904E-01 ,  4.38444037E-05 ,  2.08259585E-07
       4 ,       35 ,  2.82415058E+00 , -7.82717462E-01 , -9.88788456E-06 , -1.34521572E-06
       5 ,       35 ,  2.72856484E+00 , -1.03168321E+00 , -1.25953766E-05 , -1.86998602E-06
       6 ,       35 ,  2.60535383E+00 , -1.26541688E+00 , -2.55990861E-06 , -2.79642026E-06
       7 ,       35 ,  2.45822449E+00 , -1.48056592E+00 , -5.52970599E-06 , -3.92204235E-06
       8 ,       35 ,  2.29097578E+00 , -1.67491407E+00 , -1.18337867E-05 , -8.08877332E-06
       9 ,       35 ,  2.10721289E+00 , -1.84719961E+00 ,  5.63214934E-06 , -5.71837166E-06
      10 ,       35 ,  1.91016926E+00 , -1.99688712E+00 , -7.12045743E-06 , -7.82325603E-06
      11 ,       35 ,  1.70262416E+00 , -2.12393707E+00 , -1.96065627E-05 ,  3.67585576E-06
      12 ,       35 ,  1.48689312E+00 , -2.22860037E+00 ,  2.70152943E-05 , -1.46215230E-05
      13 ,       35 ,  1.26486748E+00 , -2.31125047E+00 ,  1.99979269E-05 ,  2.98244956E-05
      14 ,       35 ,  1.03808344E+00 , -2.37225489E+00 , -6.45894265E-05 ,  4.02924000E-05
      15 ,       35 ,  8.07806540E-01 , -2.41188255E+00 ,  9.03698134E-05 , -5.45815564E-06
      16 ,       35 ,  5.75123551E-01 , -2.43024158E+00 ,  1.24752628E-04 , -5.87877777E-05
      17 ,       35 ,  3.41037683E-01 , -2.42724244E+00 ,  7.33298117E-05 ,  2.34964543E-05
      18 ,       35 ,  1.06565959E-01 , -2.40258367E+00 , -6.13633652E-05 , -8.06508622E-06
      19 ,       35 , -1.27161344E-01 , -2.35575953E+00 , -3.63198929E-05 , -4.41954512E-05
      20 ,       35 , -3.58799817E-01 , -2.28609204E+00 , -1.35542846E-04 ,  4.82124809E-07
      21 ,       35 , -5.86691196E-01 , -2.19279153E+00 ,  2.31068987E-06 , -8.55238051E-07
      22 ,       35 , -8.08770883E-01 , -2.07505139E+00 , -8.44387951E-06 ,  1.33695592E-05
      23 ,       35 , -1.02249345E+00 , -1.93218154E+00 ,  1.11892982E-05 ,  2.41427484E-05
      24 ,       35 , -1.22479217E+00 , -1.76378214E+00 , -7.06808333E-06 ,  3.66651923E-06
      25 ,       35 , -1.41209311E+00 , -1.56995153E+00 , -1.93767077E-05 , -1.05510506E-05
      26 ,       35 , -1.58040592E+00 , -1.35151156E+00 ,  7.55411032E-07 , -8.11686409E-07
      27 ,       35 , -1.72550879E+00 , -1.11021936E+00 ,  1.39599792E-05 ,  3.57533551E-06
      28 ,       35 , -1.84323131E+00 , -8.48921170E-01 ,  2.87336419E-05 ,  9.47016392E-06
      29 ,       35 , -1.92981554E+00 , -5.71597801E-01 ,  1.38597498E-04 ,  3.53761516E-05
      30 ,       35 , -1.98230638E+00 , -2.83259853E-01 , -4.58301273E-04 ,  5.95453401E-06
      31 ,       35 , -1.99889846E+00 ,  1.03217600E-02 ,  4.07272917E-04 , -1.35588046E-04
      32 ,       35 , -1.97916095E+00 ,  3.03021934E-01 , -1.15716426E-04 ,  1.16218499E-04
      33 ,       35 , -1.92408394E+00 ,  5.88834146E-01 , -3.24559593E-06 ,  1.18426026E-06
      34 ,       35 , -1.83593478E+00 ,  8.62317533E-01 , -9.21341528E-07 , -1.31998588E-05
      35 ,       35 , -1.71796267E+00 ,  1.11893501E+00 , -3.80613519E-06 , -6.08039142E-06
      36 ,       35 , -1.57402346E+00 ,  1.35523482E+00 , -2.78549760E-06 ,  5.76404328E-06
      37 ,       35 , -1.40820246E+00 ,  1.56887241E+00 ,  5.96968039E-07 ,  1.57462272E-05
      38 ,       35 , -1.22449536E+00 ,  1.75850440E+00 , -2.16113075E-06 ,  2.09995768E-05
      39 ,       35 , -1.02657950E+00 ,  1.92360296E+00 , -1.87381727E-05 ,  8.21531368E-06
      40 ,       35 , -8.17680810E-01 ,  2.06423803E+00 , -7.41354647E-05 , -1.62374445E-05
      41 ,       35 , -6.00524380E-01 ,  2.18086373E+00 ,  3.54412282E-04 ,  1.01417720E-04
      42 ,       35 , -3.77348386E-01 ,  2.27413168E+00 , -1.73208627E-04 , -2.70830842E-04
      43 ,       35 , -1.49960314E-01 ,  2.34474108E+00 ,  3.33935721E-04 ,  1.85122773E-04
      44 ,       35 ,  8.01821436E-02 ,  2.39332744E+00 , -3.92095679E-05 , -5.48061950E-06
      45 ,       35 ,  3.11878297E-01 ,  2.42038629E+00 , -1.73762560E-04 , -6.94423471E-05
      46 ,       35 ,  5.44087707E-01 ,  2.42622709E+00 , -8.85684111E-05 ,  4.24650495E-04
      47 ,       35 ,  7.75833543E-01 ,  2.41095209E+00 ,  7.30849124E-06 , -1.48914284E-05
      48 ,       35 ,  1.00610746E+00 ,  2.37445704E+00 , -3.47570150E-04 ,  8.55121991E-05
      49 ,       35 ,  1.23377610E+00 ,  2.31645247E+00 , -8.82818025E-05 ,  6.46346315E-06
      50 ,       35 ,  1.45748930E+00 ,  2.23650689E+00 ,  6.73363846E-05 , -1.66174165E-05
      51 ,       35 ,  1.67559178E+00 ,  2.13411577E+00 ,  1.67260881E-05 , -4.08565905E-05
      52 ,       35 ,  1.88604290E+00 ,  2.00880148E+00 , -2.13406721E-05 , -9.85694789E-07
      53 ,       35 ,  2.08635389E+00 ,  1.86024968E+00 , -1.85760048E-05 ,  6.62790564E-06
      54 ,       35 ,  2.27355755E+00 ,  1.68848506E+00 ,  8.85489471E-07 , -1.05061968E-06
      55 ,       35 ,  2.44423104E+00 ,  1.49408277E+00 , -1.04248239E-05 ,  4.44861616E-06
      56 ,       35 ,  2.59459588E+00 ,  1.27840085E+00 , -1.60827750E-05 , -2.21805462E-06
      57 ,       35 ,  2.72071640E+00 ,  1.04380325E+00 , -3.09866995E-06 ,  1.05768593E-05
      58 ,       35 ,  2.81880584E+00 ,  7.93826496E-01 ,  7.67256322E-07 , -1.78882143E-05
      59 ,       35 ,  2.88562401E+00 ,  5.33232526E-01 ,  2.84739514E-05 , -7.76619642E-05
      60 ,       35 ,  2.91891726E+00 ,  2.67895327E-01 ,  7.99993526E-05 , -1.62632450E-04
      61 ,       35 ,  2.91782008E+00 ,  4.49771902E-03 , -1.00235175E-03 ,  4.19348959E-03
       1 ,       36 ,  3.19851477E+00 ,  6.08832296E-03 ,  6.18276865E-04 , -4.17868160E-03
       2 ,       36 ,  3.20148917E+00 , -2.85143864E-01 , -1.96498874E-05 , -1.76486496E-05
       3 ,       36 ,  3.16740411E+00 , -5.78300771E-01 ,  4.19208839E-05 ,  5.95493523E-07
       4 ,       36 ,  3.09716290E+00 , -8.66514058E-01 , -4.27676379E-06 , -1.96736346E-06
       5 ,       36 ,  2.99301284E+00 , -1.14373527E+00 , -6.48622859E-06 , -2.26822569E-06
       6 ,       36 ,  2.85815880E+00 , -1.40500576E+00 ,  2.83100642E-06 , -2.78497086E-06
       7 ,       36 ,  2.69634930E+00 , -1.64655396E+00 , -4.38668459E-08 ,  2.03191114E-06
       8 ,       36 ,  2.51150371E+00 , -1.86574321E+00 , -9.06086807E-06 ,  2.08951189E-06
       9 ,       36 ,  2.30742321E+00 , -2.06091642E+00 , -1.46332429E-05 ,  6.53076194E-06
      10 ,       36 ,  2.08759947E+00 , -2.23118776E+00 ,  1.17358915E-05 , -2.16511261E-05
      11 ,       36 ,  1.85511426E+00 , -2.37622308E+00 , -2.69180586E-05 ,  3.94794343E-06
      12 ,       36 ,  1.61261232E+00 , -2.49603699E+00 , -6.98898999E-06 ,  7.90210031E-06
      13 ,       36 ,  1.36232666E+00 , -2.59082108E+00 , -2.47575175E-05 ,  1.98878907E-05
      14 ,       36 ,  1.10613812E+00 , -2.66080834E+00 , -8.25025516E-06 ,  3.39002810E-05
      15 ,       36 ,  8.45655287E-01 , -2.70617268E+00 ,  7.15217242E-05 ,  2.81256770E-06
      16 ,       36 ,  5.82305581E-01 , -2.72696003E+00 ,  6.62903028E-05 , -4.02694467E-05
      17 ,       36 ,  3.17432435E-01 , -2.72304737E+00 ,  6.14268915E-05 ,  9.91915521E-06
      18 ,       36 ,  5.23957440E-02 , -2.69412744E+00 , -6.01092058E-05 , -2.81464970E-05
      19 ,       36 , -2.11325993E-01 , -2.63971870E+00 , -1.91521544E-05 , -1.43814508E-05
      20 ,       36 , -4.72033933E-01 , -2.55920242E+00 , -6.09919040E-05 ,  3.25896294E-05
      21 ,       36 , -7.27711466E-01 , -2.45189019E+00 , -1.23435563E-05 ,  7.73581319E-06
      22 ,       36 , -9.75938141E-01 , -2.31712593E+00 , -3.85764585E-06 ,  2.21970352E-05
      23 ,       36 , -1.21382606E+00 , -2.15442490E+00 , -5.42424009E-06 ,  1.91852025E-05
      24 ,       36 , -1.43799411E+00 , -1.96364871E+00 , -1.26656165E-05 , -9.49765777E-06
      25 ,       36 , -1.64459873E+00 , -1.74520809E+00 , -7.28284379E-06 , -1.89185597E-06
      26 ,       36 , -1.82943960E+00 , -1.50027509E+00 ,  2.29922185E-06 ,  2.58666112E-06
      27 ,       36 , -1.98815359E+00 , -1.23097444E+00 ,  1.87474772E-05 ,  1.54778490E-06
      28 ,       36 , -2.11649604E+00 , -9.40513190E-01 ,  2.62478311E-05 ,  1.58740848E-06
      29 ,       36 , -2.21068795E+00 , -6.33204542E-01 ,  1.12621491E-04 ,  1.46062184E-05
      30 ,       36 , -2.26778246E+00 , -3.14351480E-01 , -3.45425720E-04 ,  1.10240870E-05
      31 ,       36 , -2.28598517E+00 ,  1.00189386E-02 ,  2.84010775E-04 , -9.49949864E-05
      32 ,       36 , -2.26485982E+00 ,  3.33543052E-01 , -7.65946822E-05 ,  8.55308033E-05
      33 ,       36 , -2.20537093E+00 ,  6.49966939E-01 , -1.44895378E-06 , -3.61269499E-07
      34 ,       36 , -2.10975358E+00 ,  9.53570297E-01 , -1.05028812E-06 , -8.54633149E-06
      35 ,       36 , -1.98124286E+00 ,  1.23949400E+00 , -2.42243431E-06 , -2.86773749E-06
      36 ,       36 , -1.82372512E+00 ,  1.50392716E+00 , -6.79969097E-08 , -9.35439401E-07
      37 ,       36 , -1.64137971E+00 ,  1.74414740E+00 ,  1.53312650E-06 , -7.92144727E-06
      38 ,       36 , -1.43836693E+00 ,  1.95843906E+00 , -1.17405772E-05 , -2.30286762E-05
      39 ,       36 , -1.21859453E+00 ,  2.14593044E+00 ,  1.76747734E-04 ,  3.65512238E-05
      40 ,       36 , -9.85571770E-01 ,  2.30639269E+00 ,  3.34578673E-07 , -2.29894965E-05
      41 ,       36 , -7.42343672E-01 ,  2.44003500E+00 ,  2.99193518E-04 ,  9.66799900E-05
      42 ,       36 , -4.91489024E-01 ,  2.54731934E+00 , -1.32156530E-04 , -2.13777958E-04
      43 ,       36 , -2.35163818E-01 ,  2.62880674E+00 ,  2.46757203E-04 ,  1.46967165E-04
      44 ,       36 ,  2.48264139E-02 ,  2.68503922E+00 , -1.16921500E-05 , -1.88383695E-05
      45 ,       36 ,  2.86938047E-01 ,  2.71645623E+00 , -1.98408806E-06 , -1.56687165E-04
      46 ,       36 ,  5.49793207E-01 ,  2.72334219E+00 ,  7.64082459E-05 ,  2.86291927E-04
      47 ,       36 ,  8.12081164E-01 ,  2.70580132E+00 , -1.70267969E-04 , -2.41460331E-05
      48 ,       36 ,  1.07245997E+00 ,  2.66375734E+00 , -1.38292407E-04 ,  7.25230570E-05
      49 ,       36 ,  1.32945983E+00 ,  2.59697676E+00 ,  3.99002258E-05 , -1.14929327E-05
      50 ,       36 ,  1.58138977E+00 ,  2.50511732E+00 ,  3.81796005E-05 , -9.79452662E-06
      51 ,       36 ,  1.82625069E+00 ,  2.38780415E+00 , -3.91964330E-06 , -2.84237674E-05
      52 ,       36 ,  2.06166064E+00 ,  2.24473789E+00 , -1.61170462E-06 , -1.05772844E-05
      53 ,       36 ,  2.28480238E+00 ,  2.07583796E+00 , -6.07421404E-06 , -6.86668681E-06
      54 ,       36 ,  2.49240799E+00 ,  1.88142137E+00 , -3.62019239E-06 , -4.86059344E-06
      55 ,       36 ,  2.68079957E+00 ,  1.66241058E+00 , -7.89298445E-06 ,  1.77104386E-06
      56 ,       36 ,  2.84600653E+00 ,  1.42055371E+00 , -1.25327422E-05 ,  3.10121516E-06
      57 ,       36 ,  2.98397607E+00 ,  1.15862653E+00 , -5.07377590E-06 ,  7.76973937E-06
      58 ,       36 ,  3.09088023E+00 ,  8.80572643E-01 ,  1.14527536E-05 , -1.72731607E-05
      59 ,       36 ,  3.16350079E+00 ,  5.91531497E-01 ,  2.02946078E-05 ,  9.89985008E-07
      60 ,       36 ,  3.19964424E+00 ,  2.97711001E-01 ,  9.50868921E-05 , -1.38954517E-04
      61 ,       36 ,  3.19851477E+00 ,  6.08832296E-03 , -7.07082737E-04 ,  4.08965822E-03
       1 ,       37 ,  3.52992986E+00 ,  7.80466378E-03 ,  5.69634380E-04 , -3.30065573E-03
       2 ,       37 ,  3.53558444E+00 , -3.16087277E-01 , -2.24571214E-05 , -2.45879939E-05
       3 ,       37 ,  3.49937820E+00 , -6.43338741E-01 ,  3.72767060E-05 ,  1.74070531E-06
       4 ,       37 ,  3.42268348E+00 , -9.65997194E-01 , -4.42326305E-06 , -1.35073514E-06
       5 ,       37 ,  3.30803125E+00 , -1.27725701E+00 , -8.36526164E-06 , -1.38761562E-06
       6 ,       37 ,  3.15883563E+00 , -1.57154910E+00 , -2.65349230E-06 , -2.02457598E-06
       7 ,       37 ,  2.97905200E+00 , -1.84456565E+00 , -3.01864515E-06 , -3.91897051E-06
       8 ,       37 ,  2.77284190E+00 , -2.09318835E+00 , -5.17588993E-06 , -3.27178839E-06
       9 ,       37 ,  2.54429567E+00 , -2.31533465E+00 , -2.17176209E-05 , -3.27260160E-06
      10 ,       37 ,  2.29723661E+00 , -2.50975546E+00 ,  1.34511234E-07 , -2.09874981E-06
      11 ,       37 ,  2.03510842E+00 , -2.67581827E+00 , -7.46249527E-06 ,  5.65475387E-07
      12 ,       37 ,  1.76093433E+00 , -2.81330190E+00 , -4.79196013E-06 ,  6.44493368E-06
      13 ,       37 ,  1.47733115E+00 , -2.92221830E+00 ,  1.33772112E-06 ,  1.24056435E-05
      14 ,       37 ,  1.18656146E+00 , -3.00266831E+00 ,  3.36625956E-05 ,  2.35967967E-05
